XP_035657343.1	PE_Scaf1142_1.4	PY_T04693
XP_035671618.1	PE_Scaf8796_1.4	PY_T22175
XP_035671642.1	PE_Scaf12047_0.1	PY_T05956
XP_035671643.1	PE_Scaf2997_4.6	PY_T01094
XP_035671646.1	PE_Scaf1904_3.4	PY_T11312
XP_035671647.1	PE_Scaf8175_0.5	PY_T08986
XP_035671654.1	PE_Scaf12267_5.9	PY_T18936
XP_035671670.1	PE_Scaf9708_6.7	PY_T06052
XP_035671671.1	PE_Scaf3228_2.6	PY_T23132
XP_035671672.1	PE_Scaf12536_1.21	PY_T22800
XP_035671677.1	PE_Scaf2086_1.11	PY_T09426
XP_035671682.1	PE_Scaf20_11.11	PY_T17623
XP_035671698.1	PE_Scaf493_2.21	PY_T09925
XP_035671720.1	PE_Scaf4270_0.13	PY_T17698
XP_035671741.1	PE_Scaf8700_6.3	PY_T17356
XP_035671744.1	PE_Scaf7756_6.6	PY_T17362
XP_035671748.1	PE_Scaf2279_4.29	PY_T17101
XP_035671751.1	PE_Scaf9175_5.2	PY_T17002
XP_035671754.1	PE_Scaf7621_1.4	PY_T13214
XP_035671774.1	PE_Scaf2225_0.5	PY_T17154
XP_035671775.1	PE_Scaf4857_13.5	PY_T18156
XP_035671782.1	PE_Scaf8947_0.3	PY_T17958
XP_035671784.1	PE_Scaf5819_2.3	PY_T17642
XP_035671796.1	PE_Scaf4435_2.2	PY_T17539
XP_035671841.1	PE_Scaf11212_0.4	PY_T22111
XP_035671842.1	PE_Scaf1282_0.7	PY_T17277
XP_035671870.1	PE_Scaf8562_0.3	PY_T22000
XP_035671872.1	PE_Scaf1975_0.4	PY_T17367
XP_035671901.1	PE_Scaf10274_2.12	PY_T16989
XP_035671904.1	PE_Scaf3141_15.4	PY_T17253
XP_035671906.1	PE_Scaf3706_4.8	PY_T17707
XP_035671907.1	PE_Scaf7867_1.5	PY_T18135
XP_035671909.1	PE_Scaf4760_6.4	PY_T17769
XP_035671923.1	PE_Scaf148_4.9	PY_T17738
XP_035671953.1	PE_Scaf8534_1.22	PY_T18836
XP_035671968.1	PE_Scaf810_4.4	PY_T01373
XP_035671978.1	PE_Scaf271_2.17	PY_T06869
XP_035671979.1	PE_Scaf4816_4.9	PY_T17246
XP_035672008.1	PE_Scaf3111_6.7	PY_T09369
XP_035672020.1	PE_Scaf9228_1.20	PY_T17523
XP_035672043.1	PE_Scaf6371_4.1	PY_T17615
XP_035672045.1	PE_Scaf5650_1.12	PY_T17802
XP_035672048.1	PE_Scaf20_3.3	PY_T17135
XP_035672049.1	PE_Scaf11756_4.7	PY_T17059
XP_035672051.1	PE_Scaf12157_3.5	PY_T18072
XP_035672070.1	PE_Scaf1394_0.6	PY_T18257
XP_035672081.1	PE_Scaf7291_1.9	PY_T17996
XP_035672096.1	PE_Scaf8096_4.23	PY_T08491
XP_035672097.1	PE_Scaf12158_1.5	PY_T18303
XP_035672115.1	PE_Scaf3111_9.3	PY_T10224
XP_035672116.1	PE_Scaf1580_1.5	PY_T17639
XP_035672142.1	PE_Scaf12500_23.12	PY_T09385
XP_035672153.1	PE_Scaf10993_0.5	PY_T17207
XP_035672174.1	PE_Scaf11033_2.3	PY_T17181
XP_035672180.1	PE_Scaf8243_1.4	PY_T10841
XP_035672197.1	PE_Scaf2488_7.13	PY_T18333
XP_035672223.1	PE_Scaf4542_3.5	PY_T18805
XP_035672226.1	PE_Scaf11197_5.13	PY_T16842
XP_035672289.1	PE_Scaf8469_8.9	PY_T22354
XP_035672290.1	PE_Scaf3364_1.8	PY_T17721
XP_035672307.1	PE_Scaf1137_15.5	PY_T18028
XP_035672309.1	PE_Scaf12167_9.1	PY_T17730
XP_035672310.1	PE_Scaf3629_2.5	PY_T11701
XP_035672311.1	PE_Scaf2644_1.3	PY_T00295
XP_035672349.1	PE_Scaf503_1.10	PY_T17123
XP_035672358.1	PE_Scaf11722_1.6	PY_T14134
XP_035672359.1	PE_Scaf3341_2.5	PY_T17535
XP_035672360.1	PE_Scaf2279_4.19	PY_T17288
XP_035672366.1	PE_Scaf686_6.6	PY_T17613
XP_035672367.1	PE_Scaf11769_4.2	PY_T09775
XP_035672368.1	PE_Scaf4879_1.4	PY_T10521
XP_035672383.1	PE_Scaf12537_5.5	PY_T18209
XP_035672387.1	PE_Scaf4632_0.6	PY_T17773
XP_035672394.1	PE_Scaf4041_2.4	PY_T10941
XP_035672395.1	PE_Scaf7080_1.4	PY_T17667
XP_035672397.1	PE_Scaf8605_10.9	PY_T17664
XP_035672404.1	PE_Scaf8605_10.11	PY_T17665
XP_035672423.1	PE_Scaf9422_3.19	PY_T18892
XP_035672438.1	PE_Scaf11728_5.15	PY_T18632
XP_035672476.1	PE_Scaf5342_2.25	PY_T13549
XP_035672485.1	PE_Scaf4752_6.5	PY_T17431
XP_035672486.1	PE_Scaf12167_13.6	PY_T22970
XP_035672488.1	PE_Scaf6813_15.5	PY_T10466
XP_035672500.1	PE_Scaf5423_0.8	PY_T17416
XP_035672505.1	PE_Scaf6592_3.14	PY_T18104
XP_035672512.1	PE_Scaf6199_3.17	PY_T17031
XP_035672516.1	PE_Scaf3149_4.3	PY_T15638
XP_035672517.1	PE_Scaf192_3.12	PY_T17681
XP_035672531.1	PE_Scaf4702_3.21	PY_T14139
XP_035672589.1	PE_Scaf9470_4.4	PY_T16206
XP_035672599.1	PE_Scaf2525_1.3	PY_T17112
XP_035672610.1	PE_Scaf9435_0.7	PY_T17766
XP_035672616.1	PE_Scaf1253_1.6	PY_T06000
XP_035672620.1	PE_Scaf4112_2.3	PY_T16951
XP_035672627.1	PE_Scaf8043_0.9	PY_T17302
XP_035672636.1	PE_Scaf9830_1.15	PY_T10731
XP_035672637.1	PE_Scaf10532_4.3	PY_T04231
XP_035672645.1	PE_Scaf8099_11.6	PY_T17434
XP_035672647.1	PE_Scaf8099_12.2	PY_T17463
XP_035672648.1	PE_Scaf861_1.2	PY_T21962
XP_035672654.1	PE_Scaf2554_2.6	PY_T17111
XP_035672657.1	PE_Scaf861_1.31	PY_T21961
XP_035672694.1	PE_Scaf20_10.4	PY_T13874
XP_035672712.1	PE_Scaf11629_8.28	PY_T22659
XP_035672726.1	PE_Scaf10115_1.6	PY_T21733
XP_035672727.1	PE_Scaf9368_2.3	PY_T17778
XP_035672731.1	PE_Scaf9210_0.6	PY_T17825
XP_035672737.1	PE_Scaf12378_8.12	PY_T22449
XP_035672739.1	PE_Scaf5805_0.18	PY_T18002
XP_035672779.1	PE_Scaf11497_2.5	PY_T12452
XP_035672780.1	PE_Scaf2279_4.14	PY_T16899
XP_035672844.1	PE_Scaf4816_8.6	PY_T17373
XP_035672846.1	PE_Scaf2279_4.28	PY_T17287
XP_035672896.1	PE_Scaf2633_2.3	PY_T17214
XP_035672946.1	PE_Scaf6213_7.3	PY_T17963
XP_035672947.1	PE_Scaf12335_0.8	PY_T10648
XP_035672948.1	PE_Scaf7080_3.5	PY_T17480
XP_035672969.1	PE_Scaf12157_4.3	PY_T18074
XP_035672995.1	PE_Scaf3460_14.5	PY_T10741
XP_035672998.1	PE_Scaf6625_9.8	PY_T18165
XP_035673001.1	PE_Scaf3443_5.4	PY_T17255
XP_035673011.1	PE_Scaf3836_4.5	PY_T13215
XP_035673019.1	PE_Scaf10160_4.3	PY_T17006
XP_035673029.1	PE_Scaf247_5.10	PY_T17532
XP_035673033.1	PE_Scaf6681_2.7	PY_T17033
XP_035673034.1	PE_Scaf6199_4.13	PY_T16984
XP_035673078.1	PE_Scaf12101_14.2	PY_T12654
XP_035673080.1	PE_Scaf3991_1.12	PY_T05450
XP_035673117.1	PE_Scaf2832_2.7	PY_T17392
XP_035673152.1	PE_Scaf2024_1.14	PY_T17720
XP_035673179.1	PE_Scaf12379_6.4	PY_T15206
XP_035673208.1	PE_Scaf5119_0.6	PY_T09863
XP_035673213.1	PE_Scaf3065_3.6	PY_T17752
XP_035673235.1	PE_Scaf12611_0.9	PY_T17786
XP_035673236.1	PE_Scaf2706_1.4	PY_T17432
XP_035673244.1	PE_Scaf10160_1.5	PY_T17178
XP_035673249.1	PE_Scaf3359_6.5	PY_T17583
XP_035673265.1	PE_Scaf3315_3.12	PY_T17454
XP_035673268.1	PE_Scaf3315_3.17	PY_T17057
XP_035673307.1	PE_Scaf3315_3.10	PY_T17056
XP_035673308.1	PE_Scaf710_3.6	PY_T17169
XP_035673341.1	PE_Scaf5757_4.2	PY_T17117
XP_035673382.1	PE_Scaf6123_4.11	PY_T16920
XP_035673386.1	PE_Scaf3364_1.9	PY_T16923
XP_035673389.1	PE_Scaf419_1.5	PY_T17043
XP_035673426.1	PE_Scaf3600_4.15	PY_T22193
XP_035673439.1	PE_Scaf7478_8.5	PY_T17891
XP_035673476.1	PE_Scaf6625_8.5	PY_T18692
XP_035673486.1	PE_Scaf3600_4.13	PY_T22194
XP_035673489.1	PE_Scaf11195_1.8	PY_T14574
XP_035673496.1	PE_Scaf9628_4.4	PY_T18048
XP_035673501.1	PE_Scaf6972_3.9	PY_T18606
XP_035673513.1	PE_Scaf10003_0.9	PY_T00503
XP_035673517.1	PE_Scaf8196_2.5	PY_T18598
XP_035673524.1	PE_Scaf2308_15.4	PY_T22164
XP_035673525.1	PE_Scaf10003_0.10	PY_T18492
XP_035673526.1	PE_Scaf10410_3.5	PY_T09003
XP_035673535.1	PE_Scaf4360_17.1	PY_T18128
XP_035673576.1	PE_Scaf11524_3.3	PY_T17247
XP_035673584.1	PE_Scaf5241_1.5	PY_T00510
XP_035673586.1	PE_Scaf3111_0.5	PY_T10113
XP_035673589.1	PE_Scaf10076_1.3	PY_T18270
XP_035673609.1	PE_Scaf10419_4.3	PY_T13091
XP_035673611.1	PE_Scaf5114_0.1	PY_T01085
XP_035673627.1	PE_Scaf3141_15.6	PY_T18952
XP_035673672.1	PE_Scaf9829_19.13	PY_T18914
XP_035673673.1	PE_Scaf471_4.10	PY_T21964
XP_035673677.1	PE_Scaf12453_1.7	PY_T01827
XP_035673686.1	PE_Scaf11082_4.7	PY_T22177
XP_035673692.1	PE_Scaf4910_0.1	PY_T18841
XP_035673693.1	PE_Scaf11846_1.6	PY_T00749
XP_035673727.1	PE_Scaf7230_2.2	PY_T18232
XP_035673739.1	PE_Scaf3600_2.4	PY_T17917
XP_035673743.1	PE_Scaf3011_2.15	PY_T18404
XP_035673745.1	PE_Scaf8070_2.30	PY_T10655
XP_035673759.1	PE_Scaf11524_5.3	PY_T17025
XP_035673762.1	PE_Scaf4360_10.8	PY_T18105
XP_035673778.1	PE_Scaf9185_2.5	PY_T17004
XP_035673787.1	PE_Scaf6123_2.3	PY_T17549
XP_035673813.1	PE_Scaf6787_2.5	PY_T17782
XP_035673818.1	PE_Scaf6213_3.3	PY_T18405
XP_035673824.1	PE_Scaf2177_3.10	PY_T24623
XP_035673859.1	PE_Scaf2206_5.4	PY_T23138
XP_035673878.1	PE_Scaf949_0.8	PY_T18592
XP_035673880.1	PE_Scaf11769_3.7	PY_T15263
XP_035673882.1	PE_Scaf20_8.4	PY_T17824
XP_035673890.1	PE_Scaf4643_3.21	PY_T17352
XP_035673896.1	PE_Scaf5291_0.4	PY_T12541
XP_035673916.1	PE_Scaf5770_4.4	PY_T17515
XP_035673922.1	PE_Scaf8469_7.10	PY_T17122
XP_035673932.1	PE_Scaf8439_28.2	PY_T09103
XP_035673981.1	PE_Scaf891_2.4	PY_T17406
XP_035673986.1	PE_Scaf9175_6.3	PY_T17274
XP_035673992.1	PE_Scaf6199_4.11	PY_T17597
XP_035673994.1	PE_Scaf12157_5.17	PY_T18628
XP_035674046.1	PE_Scaf7369_6.2	PY_T17822
XP_035674077.1	PE_Scaf2919_5.6	PY_T17394
XP_035674085.1	PE_Scaf9245_2.5	PY_T17283
XP_035674088.1	PE_Scaf9089_1.0	PY_T01528
XP_035674117.1	PE_Scaf735_14.15	PY_T00584
XP_035674123.1	PE_Scaf11621_1.6	PY_T18438
XP_035674128.1	PE_Scaf7369_4.1	PY_T03652
XP_035674130.1	PE_Scaf11044_1.7	PY_T03231
XP_035674149.1	PE_Scaf118_1.4	PY_T16866
XP_035674151.1	PE_Scaf11599_4.8	PY_T17231
XP_035674157.1	PE_Scaf248_18.2	PY_T17491
XP_035674158.1	PE_Scaf2491_2.5	PY_T16983
XP_035674174.1	PE_Scaf511_1.5	PY_T17574
XP_035674184.1	PE_Scaf8928_10.3	PY_T10171
XP_035674185.1	PE_Scaf8196_4.8	PY_T18519
XP_035674194.1	PE_Scaf11819_4.5	PY_T18096
XP_035674208.1	PE_Scaf10160_5.4	PY_T17279
XP_035674209.1	PE_Scaf735_3.5	PY_T09934
XP_035674214.1	PE_Scaf2339_2.4	PY_T18679
XP_035674223.1	PE_Scaf2232_15.10	PY_T16081
XP_035674231.1	PE_Scaf7369_5.1	PY_T03653
XP_035674239.1	PE_Scaf12256_2.6	PY_T19843
XP_035674290.1	PE_Scaf812_6.8	PY_T09884
XP_035674294.1	PE_Scaf9706_3.5	PY_T24781
XP_035674332.1	PE_Scaf2279_4.25	PY_T17100
XP_035674333.1	PE_Scaf4590_1.7	PY_T14577
XP_035674347.1	PE_Scaf12157_5.13	PY_T18630
XP_035674348.1	PE_Scaf3620_2.12	PY_T05627
XP_035674350.1	PE_Scaf12157_5.14	PY_T18629
XP_035674369.1	PE_Scaf7578_5.10	PY_T18675
XP_035674372.1	PE_Scaf6083_0.5	PY_T17184
XP_035674375.1	PE_Scaf3568_3.11	PY_T16931
XP_035674409.1	PE_Scaf1573_0.3	PY_T17691
XP_035674414.1	PE_Scaf3543_3.7	PY_T21975
XP_035674430.1	PE_Scaf7540_2.9	PY_T18047
XP_035674442.1	PE_Scaf2137_21.3	PY_T18402
XP_035674454.1	PE_Scaf1119_0.12	PY_T17918
XP_035674481.1	PE_Scaf8469_10.8	PY_T18631
XP_035674487.1	PE_Scaf6220_5.8	PY_T18221
XP_035674502.1	PE_Scaf686_8.6	PY_T01904
XP_035674505.1	PE_Scaf3992_22.7	PY_T17036
XP_035674516.1	PE_Scaf311_11.3	PY_T17488
XP_035674518.1	PE_Scaf4594_1.6	PY_T17788
XP_035674525.1	PE_Scaf3591_5.15	PY_T18941
XP_035674559.1	PE_Scaf10274_2.11	PY_T16990
XP_035674575.1	PE_Scaf2633_1.5	PY_T16904
XP_035674582.1	PE_Scaf686_9.2	PY_T17071
XP_035674584.1	PE_Scaf3970_0.5	PY_T17278
XP_035674610.1	PE_Scaf10345_1.6	PY_T10188
XP_035674663.1	PE_Scaf2919_13.9	PY_T02097
XP_035674708.1	PE_Scaf9490_4.1	PY_T01456
XP_035674721.1	PE_Scaf7902_17.4	PY_T06519
XP_035674724.1	PE_Scaf3853_17.5	PY_T09539
XP_035674734.1	PE_Scaf10641_2.4	PY_T17961
XP_035674738.1	PE_Scaf8196_3.14	PY_T18520
XP_035674768.1	PE_Scaf9628_5.10	PY_T17966
XP_035674780.1	PE_Scaf7902_10.2	PY_T18829
XP_035674782.1	PE_Scaf570_0.3	PY_T18373
XP_035674783.1	PE_Scaf1869_0.7	PY_T18709
XP_035674805.1	PE_Scaf4579_1.2	PY_T17232
XP_035674808.1	PE_Scaf9296_0.6	PY_T17257
XP_035674832.1	PE_Scaf11710_4.6	PY_T17361
XP_035674838.1	PE_Scaf11599_5.2	PY_T17686
XP_035674846.1	PE_Scaf10771_1.12	PY_T22385
XP_035674859.1	PE_Scaf6371_1.1	PY_T17010
XP_035674864.1	PE_Scaf11136_4.10	PY_T14368
XP_035674868.1	PE_Scaf12358_11.9	PY_T09212
XP_035674869.1	PE_Scaf4816_5.0	PY_T17509
XP_035674870.1	PE_Scaf8469_7.16	PY_T17833
XP_035674919.1	PE_Scaf4297_0.5	PY_T17024
XP_035674921.1	PE_Scaf3896_10.24	PY_T10249
XP_035674932.1	PE_Scaf7027_1.13	PY_T09839
XP_035674933.1	PE_Scaf8469_4.18	PY_T17459
XP_035674942.1	PE_Scaf4643_3.23	PY_T17458
XP_035674943.1	PE_Scaf3359_2.2	PY_T17832
XP_035674944.1	PE_Scaf3331_15.2	PY_T14267
XP_035674964.1	PE_Scaf2491_0.5	PY_T17035
XP_035674981.1	PE_Scaf2554_2.5	PY_T25117
XP_035674993.1	PE_Scaf4816_4.15	PY_T17627
XP_035674996.1	PE_Scaf1608_0.6	PY_T01479
XP_035675023.1	PE_Scaf4816_7.8	PY_T16942
XP_035675029.1	PE_Scaf4816_7.9	PY_T17791
XP_035675031.1	PE_Scaf8469_4.10	PY_T16995
XP_035675032.1	PE_Scaf485_10.3	PY_T10517
XP_035675061.1	PE_Scaf4083_0.17	PY_T16956
XP_035675086.1	PE_Scaf3941_2.4	PY_T10383
XP_035675159.1	PE_Scaf735_11.14	PY_T02277
XP_035675164.1	PE_Scaf6517_0.0	PY_T17446
XP_035675172.1	PE_Scaf10353_1.3	PY_T21843
XP_035675183.1	PE_Scaf4360_16.4	PY_T18129
XP_035675195.1	PE_Scaf3877_2.4	PY_T17210
XP_035675197.1	PE_Scaf7578_5.8	PY_T18674
XP_035675200.1	PE_Scaf508_0.3	PY_T17770
XP_035675215.1	PE_Scaf3894_2.5	PY_T10264
XP_035675224.1	PE_Scaf8171_1.4	PY_T17837
XP_035675234.1	PE_Scaf2865_3.9	PY_T16962
XP_035675244.1	PE_Scaf8310_3.14	PY_T09870
XP_035675245.1	PE_Scaf1531_1.9	PY_T17486
XP_035675246.1	PE_Scaf686_2.1	PY_T17826
XP_035675252.1	PE_Scaf10532_5.11	PY_T17095
XP_035675253.1	PE_Scaf3443_5.3	PY_T17254
XP_035675264.1	PE_Scaf8099_8.4	PY_T17745
XP_035675266.1	PE_Scaf6787_2.4	PY_T17620
XP_035675290.1	PE_Scaf8099_7.5	PY_T17137
XP_035675291.1	PE_Scaf8391_0.5	PY_T17607
XP_035675312.1	PE_Scaf12158_3.4	PY_T00520
XP_035675317.1	PE_Scaf6998_3.19	PY_T12834
XP_035675329.1	PE_Scaf6381_4.4	PY_T15952
XP_035675350.1	PE_Scaf5879_1.4	PY_T09802
XP_035675351.1	PE_Scaf10824_6.7	PY_T01443
XP_035675355.1	PE_Scaf9308_3.9	PY_T01647
XP_035675365.1	PE_Scaf4489_7.5	PY_T11015
XP_035675385.1	PE_Scaf986_4.11	PY_T22554
XP_035675408.1	PE_Scaf3758_6.17	PY_T11023
XP_035675409.1	PE_Scaf8700_8.0	PY_T17038
XP_035675469.1	PE_Scaf7685_14.4	PY_T11964
XP_035675504.1	PE_Scaf2988_4.2	PY_T00837
XP_035675508.1	PE_Scaf9995_2.3	PY_T12062
XP_035675509.1	PE_Scaf954_6.10	PY_T09553
XP_035675535.1	PE_Scaf7222_4.3	PY_T11466
XP_035675573.1	PE_Scaf11275_5.14	PY_T11018
XP_035675594.1	PE_Scaf10203_1.3	PY_T09578
XP_035675611.1	PE_Scaf12569_3.6	PY_T25015
XP_035675612.1	PE_Scaf7978_0.2	PY_T22007
XP_035675614.1	PE_Scaf7615_0.6	PY_T11091
XP_035675622.1	PE_Scaf8880_3.4	PY_T11816
XP_035675670.1	PE_Scaf9332_13.6	PY_T11625
XP_035675695.1	PE_Scaf3472_4.0	PY_T22639
XP_035675698.1	PE_Scaf9617_5.22	PY_T11369
XP_035675713.1	PE_Scaf7685_21.8	PY_T11219
XP_035675716.1	PE_Scaf3758_4.10	PY_T11028
XP_035675718.1	PE_Scaf4041_1.6	PY_T11893
XP_035675732.1	PE_Scaf11850_4.1	PY_T22409
XP_035675738.1	PE_Scaf9576_0.4	PY_T11905
XP_035675752.1	PE_Scaf5002_6.5	PY_T11000
XP_035675761.1	PE_Scaf10201_1.8	PY_T09846
XP_035675765.1	PE_Scaf1515_2.22	PY_T11975
XP_035675766.1	PE_Scaf3331_8.19	PY_T21587
XP_035675777.1	PE_Scaf2721_1.3	PY_T11180
XP_035675780.1	PE_Scaf11075_0.3	PY_T11178
XP_035675812.1	PE_Scaf9308_2.9	PY_T11373
XP_035675819.1	PE_Scaf1119_9.8	PY_T12732
XP_035675839.1	PE_Scaf4970_5.4	PY_T12791
XP_035675844.1	PE_Scaf6799_2.6	PY_T10918
XP_035675852.1	PE_Scaf4197_15.3	PY_T08154
XP_035675864.1	PE_Scaf1119_7.4	PY_T11890
XP_035675869.1	PE_Scaf3663_8.3	PY_T10930
XP_035675870.1	PE_Scaf2346_6.5	PY_T11282
XP_035675876.1	PE_Scaf4843_18.5	PY_T11665
XP_035675883.1	PE_Scaf1515_2.21	PY_T11974
XP_035675903.1	PE_Scaf8880_5.5	PY_T11631
XP_035675914.1	PE_Scaf10479_3.4	PY_T11081
XP_035675925.1	PE_Scaf11197_1.6	PY_T12890
XP_035675949.1	PE_Scaf4194_11.5	PY_T08095
XP_035675950.1	PE_Scaf5297_0.16	PY_T11467
XP_035675951.1	PE_Scaf4214_1.11	PY_T11468
XP_035675964.1	PE_Scaf1119_18.7	PY_T11317
XP_035675981.1	PE_Scaf2139_0.2	PY_T22142
XP_035675993.1	PE_Scaf10824_1.10	PY_T10710
XP_035676053.1	PE_Scaf8409_2.9	PY_T11967
XP_035676078.1	PE_Scaf3591_6.5	PY_T24498
XP_035676083.1	PE_Scaf4850_2.5	PY_T12055
XP_035676106.1	PE_Scaf4843_5.3	PY_T11012
XP_035676121.1	PE_Scaf9995_1.1	PY_T11375
XP_035676124.1	PE_Scaf7129_2.6	PY_T11430
XP_035676126.1	PE_Scaf7129_1.4	PY_T11429
XP_035676127.1	PE_Scaf2939_0.5	PY_T11805
XP_035676129.1	PE_Scaf1236_14.4	PY_T11523
XP_035676133.1	PE_Scaf2448_4.8	PY_T11746
XP_035676137.1	PE_Scaf7222_9.11	PY_T12071
XP_035676142.1	PE_Scaf4335_9.24	PY_T14988
XP_035676145.1	PE_Scaf9001_11.10	PY_T19793
XP_035676151.1	PE_Scaf4214_2.10	PY_T11572
XP_035676162.1	PE_Scaf12448_3.10	PY_T09525
XP_035676163.1	PE_Scaf8896_4.12	PY_T11571
XP_035676177.1	PE_Scaf10821_24.5	PY_T11853
XP_035676189.1	PE_Scaf7129_2.5	PY_T10936
XP_035676193.1	PE_Scaf7657_12.4	PY_T10952
XP_035676228.1	PE_Scaf7841_1.3	PY_T11054
XP_035676234.1	PE_Scaf9867_2.5	PY_T11495
XP_035676241.1	PE_Scaf7600_5.6	PY_T11946
XP_035676278.1	PE_Scaf3663_11.8	PY_T11450
XP_035676279.1	PE_Scaf8378_1.12	PY_T22420
XP_035676290.1	PE_Scaf11613_1.7	PY_T09965
XP_035676303.1	PE_Scaf2823_0.7	PY_T11710
XP_035676304.1	PE_Scaf6782_9.13	PY_T13446
XP_035676308.1	PE_Scaf1565_1.10	PY_T11910
XP_035676311.1	PE_Scaf1515_13.2	PY_T10881
XP_035676314.1	PE_Scaf8880_2.4	PY_T00404
XP_035676329.1	PE_Scaf12329_2.10	PY_T11452
XP_035676330.1	PE_Scaf12329_0.2	PY_T11454
XP_035676342.1	PE_Scaf8896_4.13	PY_T11341
XP_035676343.1	PE_Scaf1119_8.7	PY_T11855
XP_035676344.1	PE_Scaf830_0.5	PY_T10374
XP_035676347.1	PE_Scaf3329_0.7	PY_T11241
XP_035676350.1	PE_Scaf3758_6.16	PY_T11304
XP_035676357.1	PE_Scaf9658_5.8	PY_T11136
XP_035676358.1	PE_Scaf9459_0.9	PY_T10845
XP_035676359.1	PE_Scaf3329_0.3	PY_T21517
XP_035676360.1	PE_Scaf7682_0.6	PY_T11530
XP_035676372.1	PE_Scaf8586_3.13	PY_T11144
XP_035676381.1	PE_Scaf11615_3.4	PY_T11848
XP_035676404.1	PE_Scaf4750_12.5	PY_T11847
XP_035676407.1	PE_Scaf5002_6.6	PY_T11405
XP_035676414.1	PE_Scaf3758_5.7	PY_T11277
XP_035676426.1	PE_Scaf12082_1.5	PY_T11444
XP_035676438.1	PE_Scaf5044_1.6	PY_T11894
XP_035676445.1	PE_Scaf4750_9.4	PY_T11655
XP_035676454.1	PE_Scaf12326_11.7	PY_T11353
XP_035676456.1	PE_Scaf10974_2.14	PY_T10395
XP_035676460.1	PE_Scaf6508_4.6	PY_T11498
XP_035676465.1	PE_Scaf5044_1.7	PY_T00945
XP_035676469.1	PE_Scaf6508_4.12	PY_T11499
XP_035676471.1	PE_Scaf5044_0.4	PY_T00944
XP_035676489.1	PE_Scaf3663_10.4	PY_T10934
XP_035676506.1	PE_Scaf3629_1.7	PY_T11904
XP_035676519.1	PE_Scaf7017_2.7	PY_T11914
XP_035676520.1	PE_Scaf7017_4.4	PY_T11913
XP_035676523.1	PE_Scaf11613_1.15	PY_T09966
XP_035676543.1	PE_Scaf8881_6.11	PY_T11094
XP_035676556.1	PE_Scaf6997_14.9	PY_T09958
XP_035676598.1	PE_Scaf8211_1.8	PY_T14657
XP_035676607.1	PE_Scaf1177_3.4	PY_T11307
XP_035676610.1	PE_Scaf3111_10.9	PY_T10148
XP_035676620.1	PE_Scaf7222_5.4	PY_T11917
XP_035676684.1	PE_Scaf1482_0.3	PY_T10960
XP_035676688.1	PE_Scaf2448_2.5	PY_T11747
XP_035676709.1	PE_Scaf2204_1.4	PY_T11504
XP_035676714.1	PE_Scaf10993_0.0	PY_T17605
XP_035676723.1	PE_Scaf11724_2.3	PY_T11573
XP_035676724.1	PE_Scaf10974_2.26	PY_T10393
XP_035676735.1	PE_Scaf4843_14.6	PY_T11475
XP_035676748.1	PE_Scaf9995_3.11	PY_T11305
XP_035676766.1	PE_Scaf870_21.10	PY_T11994
XP_035676771.1	PE_Scaf2357_1.9	PY_T22012
XP_035676775.1	PE_Scaf8870_0.12	PY_T23353
XP_035676785.1	PE_Scaf3936_3.8	PY_T21586
XP_035676788.1	PE_Scaf7170_4.7	PY_T11714
XP_035676794.1	PE_Scaf5194_0.3	PY_T11211
XP_035676798.1	PE_Scaf7222_9.10	PY_T12070
XP_035676799.1	PE_Scaf2221_0.9	PY_T22422
XP_035676849.1	PE_Scaf4843_10.14	PY_T11257
XP_035676873.1	PE_Scaf5535_1.11	PY_T11184
XP_035676889.1	PE_Scaf9174_3.3	PY_T11730
XP_035676892.1	PE_Scaf8216_2.18	PY_T11883
XP_035676894.1	PE_Scaf1308_6.10	PY_T11881
XP_035676897.1	PE_Scaf4879_2.5	PY_T10442
XP_035676903.1	PE_Scaf9590_1.13	PY_T11294
XP_035676914.1	PE_Scaf6519_0.4	PY_T10942
XP_035676919.1	PE_Scaf1308_6.7	PY_T11882
XP_035676924.1	PE_Scaf3354_1.2	PY_T11758
XP_035676926.1	PE_Scaf10541_2.3	PY_T12000
XP_035676928.1	PE_Scaf9590_1.14	PY_T00748
XP_035676931.1	PE_Scaf9681_2.1	PY_T11384
XP_035676942.1	PE_Scaf9332_6.2	PY_T11986
XP_035676950.1	PE_Scaf7096_0.2	PY_T24274
XP_035676955.1	PE_Scaf10821_20.7	PY_T03089
XP_035676956.1	PE_Scaf1308_2.5	PY_T03088
XP_035676969.1	PE_Scaf9174_5.4	PY_T11624
XP_035676974.1	PE_Scaf1229_0.6	PY_T11199
XP_035676980.1	PE_Scaf1119_11.4	PY_T11603
XP_035677004.1	PE_Scaf4750_15.3	PY_T02171
XP_035677005.1	PE_Scaf11615_3.8	PY_T11880
XP_035677008.1	PE_Scaf3868_9.1	PY_T22057
XP_035677020.1	PE_Scaf1058_1.34	PY_T11725
XP_035677032.1	PE_Scaf10833_5.8	PY_T11426
XP_035677066.1	PE_Scaf4459_3.6	PY_T00581
XP_035677081.1	PE_Scaf3810_1.4	PY_T11840
XP_035677089.1	PE_Scaf7685_13.4	PY_T12122
XP_035677096.1	PE_Scaf9099_1.8	PY_T09835
XP_035677098.1	PE_Scaf11921_7.6	PY_T07724
XP_035677108.1	PE_Scaf735_7.13	PY_T09905
