XP_035657343.1	PE_Scaf1142_1.4
XP_035675215.1	PE_Scaf3894_2.5
XP_035675224.1	PE_Scaf8171_1.4
XP_035675234.1	PE_Scaf2865_3.9
XP_035675244.1	PE_Scaf8310_3.14
XP_035675245.1	PE_Scaf1531_1.9
XP_035675246.1	PE_Scaf686_2.1
XP_035675252.1	PE_Scaf10532_5.11
XP_035675253.1	PE_Scaf3443_5.3
XP_035675264.1	PE_Scaf8099_8.4
XP_035675266.1	PE_Scaf6787_2.4
XP_035675290.1	PE_Scaf8099_7.5
XP_035675291.1	PE_Scaf8391_0.5
XP_035675312.1	PE_Scaf12158_3.4
XP_035675317.1	PE_Scaf6998_3.19
XP_035675329.1	PE_Scaf6381_4.4
XP_035675350.1	PE_Scaf5879_1.4
XP_035675351.1	PE_Scaf10824_6.7
XP_035675355.1	PE_Scaf9308_3.9
XP_035675365.1	PE_Scaf4489_7.5
XP_035675385.1	PE_Scaf986_4.11
XP_035675408.1	PE_Scaf3758_6.17
XP_035675409.1	PE_Scaf8700_8.0
XP_035675469.1	PE_Scaf7685_14.4
XP_035675504.1	PE_Scaf2988_4.2
XP_035675508.1	PE_Scaf9995_2.3
XP_035675509.1	PE_Scaf954_6.10
XP_035675535.1	PE_Scaf7222_4.3
XP_035675573.1	PE_Scaf11275_5.14
XP_035675594.1	PE_Scaf10203_1.3
XP_035675611.1	PE_Scaf12569_3.6
XP_035675612.1	PE_Scaf7978_0.2
XP_035675614.1	PE_Scaf7615_0.6
XP_035675622.1	PE_Scaf8880_3.4
XP_035675670.1	PE_Scaf9332_13.6
XP_035675695.1	PE_Scaf3472_4.0
XP_035675698.1	PE_Scaf9617_5.22
XP_035675713.1	PE_Scaf7685_21.8
XP_035675716.1	PE_Scaf3758_4.10
XP_035675718.1	PE_Scaf4041_1.6
XP_035675732.1	PE_Scaf11850_4.1
XP_035675738.1	PE_Scaf9576_0.4
XP_035675752.1	PE_Scaf5002_6.5
XP_035675761.1	PE_Scaf10201_1.8
XP_035675765.1	PE_Scaf1515_2.22
XP_035675766.1	PE_Scaf3331_8.19
XP_035675777.1	PE_Scaf2721_1.3
XP_035675780.1	PE_Scaf11075_0.3
XP_035675812.1	PE_Scaf9308_2.9
XP_035675819.1	PE_Scaf1119_9.8
XP_035675839.1	PE_Scaf4970_5.4
XP_035675844.1	PE_Scaf6799_2.6
XP_035675852.1	PE_Scaf4197_15.3
XP_035675864.1	PE_Scaf1119_7.4
XP_035675869.1	PE_Scaf3663_8.3
XP_035675870.1	PE_Scaf2346_6.5
XP_035675876.1	PE_Scaf4843_18.5
XP_035675883.1	PE_Scaf1515_2.21
XP_035675903.1	PE_Scaf8880_5.5
XP_035675914.1	PE_Scaf10479_3.4
XP_035675925.1	PE_Scaf11197_1.6
XP_035675949.1	PE_Scaf4194_11.5
XP_035675950.1	PE_Scaf5297_0.16
XP_035675951.1	PE_Scaf4214_1.11
XP_035675964.1	PE_Scaf1119_18.7
XP_035675981.1	PE_Scaf2139_0.2
XP_035675993.1	PE_Scaf10824_1.10
XP_035676053.1	PE_Scaf8409_2.9
XP_035676078.1	PE_Scaf3591_6.5
XP_035676083.1	PE_Scaf4850_2.5
XP_035676106.1	PE_Scaf4843_5.3
XP_035676121.1	PE_Scaf9995_1.1
XP_035676124.1	PE_Scaf7129_2.6
XP_035676126.1	PE_Scaf7129_1.4
XP_035676127.1	PE_Scaf2939_0.5
XP_035676129.1	PE_Scaf1236_14.4
XP_035676133.1	PE_Scaf2448_4.8
XP_035676137.1	PE_Scaf7222_9.11
XP_035676142.1	PE_Scaf4335_9.24
XP_035676145.1	PE_Scaf9001_11.10
XP_035676151.1	PE_Scaf4214_2.10
XP_035676162.1	PE_Scaf12448_3.10
XP_035676163.1	PE_Scaf8896_4.12
XP_035676177.1	PE_Scaf10821_24.5
XP_035676189.1	PE_Scaf7129_2.5
XP_035676193.1	PE_Scaf7657_12.4
XP_035676228.1	PE_Scaf7841_1.3
XP_035676234.1	PE_Scaf9867_2.5
XP_035676241.1	PE_Scaf7600_5.6
XP_035676278.1	PE_Scaf3663_11.8
XP_035676279.1	PE_Scaf8378_1.12
XP_035676290.1	PE_Scaf11613_1.7
XP_035676303.1	PE_Scaf2823_0.7
XP_035676304.1	PE_Scaf6782_9.13
XP_035676308.1	PE_Scaf1565_1.10
XP_035676311.1	PE_Scaf1515_13.2
XP_035676314.1	PE_Scaf8880_2.4
XP_035676329.1	PE_Scaf12329_2.10
XP_035676330.1	PE_Scaf12329_0.2
XP_035676342.1	PE_Scaf8896_4.13
XP_035676343.1	PE_Scaf1119_8.7
XP_035676344.1	PE_Scaf830_0.5
XP_035676347.1	PE_Scaf3329_0.7
XP_035676350.1	PE_Scaf3758_6.16
XP_035676357.1	PE_Scaf9658_5.8
XP_035676358.1	PE_Scaf9459_0.9
XP_035676359.1	PE_Scaf3329_0.3
XP_035676360.1	PE_Scaf7682_0.6
XP_035676372.1	PE_Scaf8586_3.13
XP_035676381.1	PE_Scaf11615_3.4
XP_035676404.1	PE_Scaf4750_12.5
XP_035676407.1	PE_Scaf5002_6.6
XP_035676414.1	PE_Scaf3758_5.7
XP_035676426.1	PE_Scaf12082_1.5
XP_035676438.1	PE_Scaf5044_1.6
XP_035676445.1	PE_Scaf4750_9.4
XP_035676454.1	PE_Scaf12326_11.7
XP_035676456.1	PE_Scaf10974_2.14
XP_035676460.1	PE_Scaf6508_4.6
XP_035676465.1	PE_Scaf5044_1.7
XP_035676469.1	PE_Scaf6508_4.12
XP_035676471.1	PE_Scaf5044_0.4
XP_035676489.1	PE_Scaf3663_10.4
XP_035676506.1	PE_Scaf3629_1.7
XP_035676519.1	PE_Scaf7017_2.7
XP_035676520.1	PE_Scaf7017_4.4
XP_035676523.1	PE_Scaf11613_1.15
XP_035676543.1	PE_Scaf8881_6.11
XP_035676556.1	PE_Scaf6997_14.9
XP_035676598.1	PE_Scaf8211_1.8
XP_035676607.1	PE_Scaf1177_3.4
XP_035676610.1	PE_Scaf3111_10.9
XP_035676620.1	PE_Scaf7222_5.4
XP_035676684.1	PE_Scaf1482_0.3
XP_035676688.1	PE_Scaf2448_2.5
XP_035676709.1	PE_Scaf2204_1.4
XP_035676714.1	PE_Scaf10993_0.0
XP_035676723.1	PE_Scaf11724_2.3
XP_035676724.1	PE_Scaf10974_2.26
XP_035676735.1	PE_Scaf4843_14.6
XP_035676748.1	PE_Scaf9995_3.11
XP_035676766.1	PE_Scaf870_21.10
XP_035676771.1	PE_Scaf2357_1.9
XP_035676775.1	PE_Scaf8870_0.12
XP_035676785.1	PE_Scaf3936_3.8
XP_035676788.1	PE_Scaf7170_4.7
XP_035676794.1	PE_Scaf5194_0.3
XP_035676798.1	PE_Scaf7222_9.10
XP_035676799.1	PE_Scaf2221_0.9
XP_035676849.1	PE_Scaf4843_10.14
XP_035676873.1	PE_Scaf5535_1.11
XP_035676889.1	PE_Scaf9174_3.3
XP_035676892.1	PE_Scaf8216_2.18
XP_035676894.1	PE_Scaf1308_6.10
XP_035676897.1	PE_Scaf4879_2.5
XP_035676903.1	PE_Scaf9590_1.13
XP_035676914.1	PE_Scaf6519_0.4
XP_035676919.1	PE_Scaf1308_6.7
XP_035676924.1	PE_Scaf3354_1.2
XP_035676926.1	PE_Scaf10541_2.3
XP_035676928.1	PE_Scaf9590_1.14
XP_035676931.1	PE_Scaf9681_2.1
XP_035676942.1	PE_Scaf9332_6.2
XP_035676950.1	PE_Scaf7096_0.2
XP_035676955.1	PE_Scaf10821_20.7
XP_035676956.1	PE_Scaf1308_2.5
XP_035676969.1	PE_Scaf9174_5.4
XP_035676974.1	PE_Scaf1229_0.6
XP_035676980.1	PE_Scaf1119_11.4
XP_035677004.1	PE_Scaf4750_15.3
XP_035677005.1	PE_Scaf11615_3.8
XP_035677008.1	PE_Scaf3868_9.1
XP_035677020.1	PE_Scaf1058_1.34
XP_035677032.1	PE_Scaf10833_5.8
XP_035677066.1	PE_Scaf4459_3.6
XP_035677081.1	PE_Scaf3810_1.4
XP_035677089.1	PE_Scaf7685_13.4
XP_035677096.1	PE_Scaf9099_1.8
XP_035677098.1	PE_Scaf11921_7.6
XP_035677108.1	PE_Scaf735_7.13
XP_035677113.1	PE_Scaf8880_2.5
XP_035677128.1	PE_Scaf5233_3.8
XP_035677135.1	PE_Scaf8250_2.5
XP_035677137.1	PE_Scaf3629_1.5
XP_035677141.1	PE_Scaf11329_0.3
XP_035677142.1	PE_Scaf4843_5.12
XP_035677153.1	PE_Scaf5370_6.11
XP_035677222.1	PE_Scaf7201_0.4
XP_035677230.1	PE_Scaf1229_0.5
XP_035677235.1	PE_Scaf3111_10.4
XP_035677240.1	PE_Scaf10614_3.6
XP_035677248.1	PE_Scaf8770_1.5
XP_035677251.1	PE_Scaf6508_2.4
XP_035677253.1	PE_Scaf10521_2.4
XP_035677258.1	PE_Scaf5002_1.4
XP_035677272.1	PE_Scaf9099_15.17
XP_035677280.1	PE_Scaf1482_0.4
XP_035677314.1	PE_Scaf9130_1.8
XP_035677340.1	PE_Scaf3629_6.7
XP_035677382.1	PE_Scaf2448_4.7
XP_035677389.1	PE_Scaf7657_9.5
XP_035677391.1	PE_Scaf12645_8.3
XP_035677401.1	PE_Scaf773_0.3
XP_035677407.1	PE_Scaf6168_0.5
XP_035677413.1	PE_Scaf10320_2.6
XP_035677415.1	PE_Scaf12374_4.1
XP_035677422.1	PE_Scaf1964_2.3
XP_035677447.1	PE_Scaf7657_12.3
XP_035677469.1	PE_Scaf12684_3.6
XP_035677476.1	PE_Scaf6957_4.5
XP_035677478.1	PE_Scaf3629_2.8
XP_035677481.1	PE_Scaf3758_3.6
XP_035677493.1	PE_Scaf10237_12.4
XP_035677501.1	PE_Scaf10237_12.8
XP_035677515.1	PE_Scaf7685_20.6
XP_035677516.1	PE_Scaf5388_2.5
XP_035677521.1	PE_Scaf6692_2.11
XP_035677529.1	PE_Scaf12151_1.6
XP_035677535.1	PE_Scaf4843_18.6
XP_035677561.1	PE_Scaf10753_5.4
XP_035677565.1	PE_Scaf12099_6.8
XP_035677572.1	PE_Scaf2764_4.11
XP_035677597.1	PE_Scaf8745_1.2
XP_035677608.1	PE_Scaf9174_5.9
XP_035677621.1	PE_Scaf10614_1.6
XP_035677623.1	PE_Scaf2721_2.8
XP_035677626.1	PE_Scaf3810_0.9
XP_035677636.1	PE_Scaf8310_3.8
XP_035677643.1	PE_Scaf1949_0.7
XP_035677650.1	PE_Scaf7600_5.5
XP_035677659.1	PE_Scaf10753_11.11
XP_035677668.1	PE_Scaf11075_0.5
XP_035677672.1	PE_Scaf1803_1.11
XP_035677676.1	PE_Scaf10921_6.3
XP_035677680.1	PE_Scaf6625_5.7
XP_035677682.1	PE_Scaf12253_9.6
XP_035677701.1	PE_Scaf10833_0.3
XP_035677707.1	PE_Scaf4478_1.7
XP_035677732.1	PE_Scaf12569_3.5
XP_035677736.1	PE_Scaf7657_6.3
XP_035677748.1	PE_Scaf6625_5.2
XP_035677757.1	PE_Scaf7030_12.9
XP_035677768.1	PE_Scaf9617_3.3
XP_035677778.1	PE_Scaf426_0.2
XP_035677790.1	PE_Scaf1129_1.10
XP_035677795.1	PE_Scaf10502_2.16
XP_035677871.1	PE_Scaf1119_16.4
XP_035677877.1	PE_Scaf9021_0.13
XP_035677879.1	PE_Scaf5918_0.15
XP_035677917.1	PE_Scaf7657_18.7
XP_035677919.1	PE_Scaf7367_3.7
XP_035677921.1	PE_Scaf7657_18.5
XP_035677928.1	PE_Scaf10631_0.5
XP_035677941.1	PE_Scaf5067_4.1
XP_035677963.1	PE_Scaf5918_0.6
XP_035677969.1	PE_Scaf107_2.5
XP_035677980.1	PE_Scaf928_2.16
XP_035677982.1	PE_Scaf10317_1.6
XP_035677993.1	PE_Scaf4191_2.14
XP_035678016.1	PE_Scaf7190_0.13
XP_035678019.1	PE_Scaf10479_2.6
XP_035678031.1	PE_Scaf7685_14.3
XP_035678036.1	PE_Scaf5012_4.5
XP_035678043.1	PE_Scaf4489_8.13
XP_035678052.1	PE_Scaf7685_20.4
XP_035678082.1	PE_Scaf7657_16.6
XP_035678085.1	PE_Scaf4843_9.2
XP_035678088.1	PE_Scaf10701_0.1
XP_035678089.1	PE_Scaf6175_2.2
XP_035678098.1	PE_Scaf5297_0.9
XP_035678114.1	PE_Scaf3663_1.3
XP_035678118.1	PE_Scaf8451_0.2
XP_035678119.1	PE_Scaf7827_1.8
XP_035678132.1	PE_Scaf4524_0.6
XP_035678145.1	PE_Scaf4750_12.4
XP_035678183.1	PE_Scaf5545_0.3
XP_035678197.1	PE_Scaf7793_1.3
XP_035678199.1	PE_Scaf3042_0.3
XP_035678204.1	PE_Scaf2208_2.16
XP_035678219.1	PE_Scaf2208_2.17
XP_035678243.1	PE_Scaf3853_11.5
XP_035678266.1	PE_Scaf5229_1.8
XP_035678275.1	PE_Scaf4679_5.7
XP_035678293.1	PE_Scaf8314_6.5
XP_035678296.1	PE_Scaf5342_2.13
XP_035678297.1	PE_Scaf2137_15.5
XP_035678314.1	PE_Scaf6782_9.10
XP_035678331.1	PE_Scaf11120_10.5
XP_035678333.1	PE_Scaf8449_0.8
XP_035678340.1	PE_Scaf10189_0.5
XP_035678341.1	PE_Scaf743_0.6
XP_035678364.1	PE_Scaf6782_5.6
XP_035678382.1	PE_Scaf3419_4.6
XP_035678387.1	PE_Scaf5680_3.2
XP_035678389.1	PE_Scaf7222_4.4
XP_035678392.1	PE_Scaf4181_0.17
XP_035678393.1	PE_Scaf8616_0.4
XP_035678397.1	PE_Scaf8554_4.8
XP_035678399.1	PE_Scaf3442_10.16
XP_035678405.1	PE_Scaf5302_13.12
XP_035678414.1	PE_Scaf8991_3.5
XP_035678417.1	PE_Scaf8991_3.6
XP_035678426.1	PE_Scaf7656_10.7
XP_035678427.1	PE_Scaf7122_4.8
XP_035678428.1	PE_Scaf9891_1.8
XP_035678441.1	PE_Scaf4540_8.1
XP_035678442.1	PE_Scaf8674_7.7
XP_035678444.1	PE_Scaf3810_1.7
XP_035678467.1	PE_Scaf4540_4.5
XP_035678470.1	PE_Scaf2901_10.6
XP_035678477.1	PE_Scaf8483_4.12
XP_035678509.1	PE_Scaf8638_2.1
XP_035678515.1	PE_Scaf4772_2.2
XP_035678520.1	PE_Scaf11331_3.7
XP_035678528.1	PE_Scaf881_5.11
XP_035678533.1	PE_Scaf4836_0.3
XP_035678543.1	PE_Scaf4108_8.4
XP_035678561.1	PE_Scaf4108_14.5
XP_035678563.1	PE_Scaf3562_3.5
XP_035678577.1	PE_Scaf11704_6.9
XP_035678578.1	PE_Scaf10921_4.3
XP_035678585.1	PE_Scaf4108_5.8
XP_035678592.1	PE_Scaf3419_1.4
XP_035678600.1	PE_Scaf11704_13.6
XP_035678603.1	PE_Scaf3941_1.6
XP_035678611.1	PE_Scaf11120_4.6
XP_035678612.1	PE_Scaf3560_4.5
XP_035678616.1	PE_Scaf7825_4.7
XP_035678618.1	PE_Scaf11515_2.13
XP_035678626.1	PE_Scaf4591_1.3
XP_035678639.1	PE_Scaf4029_0.5
XP_035678640.1	PE_Scaf8322_2.5
XP_035678655.1	PE_Scaf3560_17.3
XP_035678657.1	PE_Scaf6002_0.4
XP_035678666.1	PE_Scaf7550_1.3
XP_035678678.1	PE_Scaf11372_1.12
XP_035678691.1	PE_Scaf2216_2.2
XP_035678697.1	PE_Scaf4590_1.6
XP_035678715.1	PE_Scaf11853_0.3
XP_035678720.1	PE_Scaf3462_3.2
XP_035678721.1	PE_Scaf5229_1.15
XP_035678727.1	PE_Scaf5802_5.10
XP_035678736.1	PE_Scaf8211_1.7
XP_035678744.1	PE_Scaf2626_1.5
XP_035678749.1	PE_Scaf5616_4.5
XP_035678758.1	PE_Scaf7021_7.1
XP_035678759.1	PE_Scaf6542_9.0
XP_035678785.1	PE_Scaf3560_16.6
XP_035678803.1	PE_Scaf2352_1.11
XP_035678812.1	PE_Scaf2352_1.8
XP_035678816.1	PE_Scaf2377_0.4
XP_035678821.1	PE_Scaf2377_0.6
XP_035678828.1	PE_Scaf10440_0.2
XP_035678832.1	PE_Scaf2442_1.7
XP_035678833.1	PE_Scaf2383_2.2
XP_035678834.1	PE_Scaf3927_0.7
XP_035678867.1	PE_Scaf11029_1.11
XP_035678877.1	PE_Scaf10910_1.7
XP_035678895.1	PE_Scaf12448_2.18
XP_035678899.1	PE_Scaf6930_0.4
XP_035678900.1	PE_Scaf7021_6.7
XP_035678901.1	PE_Scaf7021_4.5
XP_035678904.1	PE_Scaf10029_0.13
XP_035678905.1	PE_Scaf3687_12.12
XP_035678907.1	PE_Scaf2139_6.9
XP_035678914.1	PE_Scaf2208_3.7
XP_035678918.1	PE_Scaf7967_1.7
XP_035678922.1	PE_Scaf3919_4.3
XP_035678925.1	PE_Scaf1119_3.11
XP_035678935.1	PE_Scaf3591_4.4
XP_035678981.1	PE_Scaf4474_11.6
XP_035678985.1	PE_Scaf8638_2.5
XP_035679010.1	PE_Scaf7756_1.8
XP_035679031.1	PE_Scaf9829_11.4
XP_035679032.1	PE_Scaf5232_0.6
XP_035679038.1	PE_Scaf5262_0.3
XP_035679051.1	PE_Scaf116_1.7
XP_035679060.1	PE_Scaf4739_1.5
XP_035679064.1	PE_Scaf4590_4.2
XP_035679067.1	PE_Scaf8991_4.7
XP_035679069.1	PE_Scaf2626_5.4
XP_035679074.1	PE_Scaf8314_14.4
XP_035679075.1	PE_Scaf4590_6.2
XP_035679078.1	PE_Scaf7656_5.14
XP_035679080.1	PE_Scaf2104_1.5
XP_035679087.1	PE_Scaf11296_1.2
XP_035679089.1	PE_Scaf9782_0.2
XP_035679090.1	PE_Scaf4756_13.6
XP_035679098.1	PE_Scaf7312_0.4
XP_035679108.1	PE_Scaf8980_8.17
XP_035679109.1	PE_Scaf1846_8.5
XP_035679110.1	PE_Scaf11704_11.5
XP_035679113.1	PE_Scaf10911_5.8
XP_035679121.1	PE_Scaf10921_3.6
XP_035679123.1	PE_Scaf8314_2.2
XP_035679126.1	PE_Scaf9763_2.4
XP_035679130.1	PE_Scaf8009_1.7
XP_035679131.1	PE_Scaf7722_0.3
XP_035679134.1	PE_Scaf5229_1.16
XP_035679139.1	PE_Scaf9829_12.2
XP_035679141.1	PE_Scaf9829_12.10
XP_035679142.1	PE_Scaf1119_3.9
XP_035679143.1	PE_Scaf10115_4.3
XP_035679147.1	PE_Scaf5802_4.7
XP_035679149.1	PE_Scaf3617_1.0
XP_035679150.1	PE_Scaf3012_1.10
XP_035679151.1	PE_Scaf3012_0.1
XP_035679170.1	PE_Scaf7210_2.10
XP_035679171.1	PE_Scaf6782_15.5
XP_035679187.1	PE_Scaf6103_0.23
XP_035679217.1	PE_Scaf4510_1.4
XP_035679252.1	PE_Scaf9763_2.5
XP_035679256.1	PE_Scaf3894_3.2
XP_035679265.1	PE_Scaf3560_3.3
XP_035679268.1	PE_Scaf3894_2.4
XP_035679272.1	PE_Scaf6177_3.8
XP_035679273.1	PE_Scaf6177_3.6
XP_035679275.1	PE_Scaf3419_4.10
XP_035679277.1	PE_Scaf6980_5.10
XP_035679279.1	PE_Scaf4010_1.7
XP_035679292.1	PE_Scaf8138_4.2
XP_035679304.1	PE_Scaf8138_5.5
XP_035679326.1	PE_Scaf6310_1.17
XP_035679332.1	PE_Scaf116_1.13
XP_035679341.1	PE_Scaf3982_3.5
XP_035679342.1	PE_Scaf9682_1.7
XP_035679345.1	PE_Scaf3560_15.6
XP_035679355.1	PE_Scaf3919_3.15
XP_035679356.1	PE_Scaf10921_1.3
XP_035679361.1	PE_Scaf9829_4.2
XP_035679363.1	PE_Scaf6782_7.13
XP_035679370.1	PE_Scaf7756_5.5
XP_035679371.1	PE_Scaf4944_2.9
XP_035679387.1	PE_Scaf8991_4.10
XP_035679388.1	PE_Scaf8351_1.9
XP_035679400.1	PE_Scaf3853_21.14
XP_035679411.1	PE_Scaf8009_3.12
XP_035679422.1	PE_Scaf3919_1.1
XP_035679432.1	PE_Scaf9603_1.12
XP_035679436.1	PE_Scaf11231_9.8
XP_035679441.1	PE_Scaf4474_14.5
XP_035679449.1	PE_Scaf6782_9.12
XP_035679450.1	PE_Scaf11412_1.9
XP_035679456.1	PE_Scaf11296_0.2
XP_035679459.1	PE_Scaf6846_1.6
XP_035679463.1	PE_Scaf8314_5.8
XP_035679466.1	PE_Scaf3012_1.13
XP_035679467.1	PE_Scaf8314_13.9
XP_035679470.1	PE_Scaf8638_1.4
XP_035679471.1	PE_Scaf8554_2.1
XP_035679482.1	PE_Scaf174_5.9
XP_035679483.1	PE_Scaf10790_4.9
XP_035679489.1	PE_Scaf11953_2.10
XP_035679493.1	PE_Scaf7350_1.4
XP_035679511.1	PE_Scaf7350_1.5
XP_035679512.1	PE_Scaf8599_1.3
XP_035679519.1	PE_Scaf12672_4.5
XP_035679522.1	PE_Scaf6997_1.3
XP_035679524.1	PE_Scaf9829_2.25
XP_035679537.1	PE_Scaf2383_3.6
XP_035679541.1	PE_Scaf11704_6.8
XP_035679561.1	PE_Scaf3560_1.13
XP_035679565.1	PE_Scaf2352_3.12
XP_035679568.1	PE_Scaf248_14.5
XP_035679587.1	PE_Scaf454_0.5
XP_035679604.1	PE_Scaf4772_3.4
XP_035679607.1	PE_Scaf8642_7.10
XP_035679610.1	PE_Scaf9829_1.9
XP_035679615.1	PE_Scaf2054_3.2
XP_035679616.1	PE_Scaf4692_3.9
XP_035679620.1	PE_Scaf5709_1.4
XP_035679621.1	PE_Scaf1416_5.9
XP_035679623.1	PE_Scaf3560_1.6
XP_035679624.1	PE_Scaf10029_0.2
XP_035679628.1	PE_Scaf4976_1.4
XP_035679656.1	PE_Scaf8952_9.7
XP_035679659.1	PE_Scaf3286_0.3
XP_035679674.1	PE_Scaf7253_1.6
XP_035679681.1	PE_Scaf1603_1.10
XP_035679707.1	PE_Scaf6297_8.5
XP_035679709.1	PE_Scaf3560_2.4
XP_035679715.1	PE_Scaf10029_1.26
XP_035679716.1	PE_Scaf10029_1.12
XP_035679726.1	PE_Scaf11515_4.5
XP_035679742.1	PE_Scaf8872_2.1
XP_035679743.1	PE_Scaf3562_7.6
XP_035679746.1	PE_Scaf2644_7.3
XP_035679758.1	PE_Scaf7756_1.9
XP_035679771.1	PE_Scaf6002_0.11
XP_035679787.1	PE_Scaf4510_1.1
XP_035679788.1	PE_Scaf11722_1.12
XP_035679801.1	PE_Scaf4587_2.7
XP_035679803.1	PE_Scaf8250_4.3
XP_035679817.1	PE_Scaf3012_1.11
XP_035679820.1	PE_Scaf12464_0.5
XP_035679823.1	PE_Scaf12357_5.6
XP_035679834.1	PE_Scaf4108_14.7
XP_035679885.1	PE_Scaf4590_7.13
XP_035679897.1	PE_Scaf3101_0.7
XP_035679900.1	PE_Scaf10029_1.9
XP_035679905.1	PE_Scaf4474_7.6
XP_035679916.1	PE_Scaf12101_17.1
XP_035679941.1	PE_Scaf7656_12.6
XP_035679942.1	PE_Scaf3830_2.4
XP_035679945.1	PE_Scaf7794_2.3
XP_035680059.1	PE_Scaf8638_1.3
XP_035680064.1	PE_Scaf10410_1.7
XP_035680100.1	PE_Scaf8483_7.5
XP_035680122.1	PE_Scaf3886_12.0
XP_035680124.1	PE_Scaf4590_5.11
XP_035680129.1	PE_Scaf4474_15.2
XP_035680138.1	PE_Scaf3012_1.12
XP_035680139.1	PE_Scaf8952_9.5
XP_035680141.1	PE_Scaf7756_6.4
XP_035680166.1	PE_Scaf9044_0.11
XP_035680176.1	PE_Scaf9891_0.4
XP_035680193.1	PE_Scaf8_0.9
XP_035680197.1	PE_Scaf3331_11.12
XP_035680205.1	PE_Scaf735_8.6
XP_035680214.1	PE_Scaf3012_1.9
XP_035680244.1	PE_Scaf6520_9.2
XP_035680273.1	PE_Scaf5511_1.3
XP_035680287.1	PE_Scaf9015_2.7
XP_035680290.1	PE_Scaf12081_4.5
XP_035680298.1	PE_Scaf9162_3.10
XP_035680299.1	PE_Scaf6542_8.2
XP_035680307.1	PE_Scaf8991_2.5
XP_035680311.1	PE_Scaf2352_3.15
XP_035680317.1	PE_Scaf11120_1.2
XP_035680318.1	PE_Scaf8928_2.3
XP_035680328.1	PE_Scaf6982_3.3
XP_035680338.1	PE_Scaf8009_1.6
XP_035680341.1	PE_Scaf7574_2.10
XP_035680354.1	PE_Scaf12403_0.8
XP_035680366.1	PE_Scaf3141_23.4
XP_035680369.1	PE_Scaf3560_7.4
XP_035680389.1	PE_Scaf3830_3.5
XP_035680396.1	PE_Scaf9763_3.5
XP_035680400.1	PE_Scaf11722_0.3
XP_035680402.1	PE_Scaf9829_12.3
XP_035680407.1	PE_Scaf8483_3.3
XP_035680432.1	PE_Scaf8686_15.6
XP_035680433.1	PE_Scaf1444_5.11
XP_035680436.1	PE_Scaf3919_5.7
XP_035680445.1	PE_Scaf6039_1.3
XP_035680446.1	PE_Scaf6542_10.2
XP_035680447.1	PE_Scaf11952_15.9
XP_035680451.1	PE_Scaf3967_6.3
XP_035680452.1	PE_Scaf8674_8.11
XP_035680456.1	PE_Scaf7555_1.22
XP_035680457.1	PE_Scaf9690_8.8
XP_035680473.1	PE_Scaf2634_1.2
XP_035680476.1	PE_Scaf8314_5.16
XP_035680491.1	PE_Scaf183_1.3
XP_035680500.1	PE_Scaf8872_4.0
XP_035680504.1	PE_Scaf8616_2.10
XP_035680514.1	PE_Scaf10753_8.7
XP_035680525.1	PE_Scaf12101_16.5
XP_035680529.1	PE_Scaf8616_1.4
XP_035680532.1	PE_Scaf10544_0.7
XP_035680533.1	PE_Scaf7021_3.1
XP_035680535.1	PE_Scaf10753_8.10
XP_035680544.1	PE_Scaf10753_7.5
XP_035680573.1	PE_Scaf8_0.17
XP_035680647.1	PE_Scaf8872_1.2
XP_035680649.1	PE_Scaf11704_11.12
XP_035680653.1	PE_Scaf735_6.3
XP_035680662.1	PE_Scaf8672_1.30
XP_035680668.1	PE_Scaf3296_1.2
XP_035680670.1	PE_Scaf3419_3.10
XP_035680695.1	PE_Scaf6657_1.9
XP_035680704.1	PE_Scaf6199_3.19
XP_035680710.1	PE_Scaf3880_4.3
XP_035680712.1	PE_Scaf5414_0.4
XP_035680719.1	PE_Scaf7121_0.1
XP_035680724.1	PE_Scaf1550_1.9
XP_035680725.1	PE_Scaf1550_1.10
XP_035680771.1	PE_Scaf11646_1.11
XP_035680779.1	PE_Scaf4874_15.12
XP_035680780.1	PE_Scaf10917_1.5
XP_035680786.1	PE_Scaf2180_3.9
XP_035680790.1	PE_Scaf717_3.5
XP_035680791.1	PE_Scaf11339_3.5
XP_035680855.1	PE_Scaf8057_4.4
XP_035680876.1	PE_Scaf5390_3.4
XP_035680884.1	PE_Scaf10915_3.5
XP_035680907.1	PE_Scaf1236_10.5
XP_035680912.1	PE_Scaf6998_2.8
XP_035680919.1	PE_Scaf5370_3.6
XP_035680923.1	PE_Scaf1339_4.5
XP_035680954.1	PE_Scaf3205_0.5
XP_035680960.1	PE_Scaf11339_3.4
XP_035680963.1	PE_Scaf2077_0.7
XP_035680964.1	PE_Scaf6858_0.5
XP_035680977.1	PE_Scaf7621_1.3
XP_035680979.1	PE_Scaf4028_0.5
XP_035680982.1	PE_Scaf8439_6.2
XP_035680983.1	PE_Scaf8378_1.9
XP_035681010.1	PE_Scaf4915_3.12
XP_035681030.1	PE_Scaf3836_0.2
XP_035681031.1	PE_Scaf4874_15.13
XP_035681032.1	PE_Scaf4874_15.18
XP_035681052.1	PE_Scaf1428_0.7
XP_035681058.1	PE_Scaf4145_3.5
XP_035681075.1	PE_Scaf2180_7.16
XP_035681092.1	PE_Scaf5966_0.9
XP_035681093.1	PE_Scaf5966_0.23
XP_035681102.1	PE_Scaf1236_10.6
XP_035681106.1	PE_Scaf1868_1.9
